"Time","Username","Entry"
2021-03-07 22:17:16,"admin","Logged In"
2021-03-07 22:14:20,"admin","Logged In"
2021-03-07 22:09:21,"admin","Logged In"
2021-03-07 22:03:35,"admin","Logged In"
2021-03-07 22:02:20,"admin","Logged In"
2021-03-07 22:00:09,"admin","Logged In"
2021-03-07 21:59:45,"admin","Logged In"
2021-03-07 21:57:39,"admin","Logged In"
2021-03-07 21:56:38,"admin","Logged In"
2021-03-07 21:56:03,"admin","Logged In"
2021-03-07 21:51:18,"admin","Logged In"
2021-03-07 21:42:57,"admin","Logged In"
2021-03-07 21:41:06,"admin","Logged In"
2021-03-07 21:35:22,"admin","Logged In"
2021-03-07 21:32:58,"admin","Logged In"
2021-03-07 21:32:00,"admin","Logged In"
2021-03-07 21:30:43,"admin","Logged In"
2021-03-07 21:26:38,"admin","Logged In"
2021-03-07 21:26:14,"admin","Logged In"
2021-03-07 19:51:46,"admin","Logged In"
2021-03-07 19:49:36,"admin","Logged In"
2021-03-07 19:48:50,"admin","Logged In"
2021-03-07 19:47:19,"admin","Logged In"
2021-03-07 19:45:42,"admin","Logged In"
2021-03-07 19:42:51,"admin","Logged In"
2021-03-07 19:40:26,"admin","Logged In"
2021-03-07 19:39:47,"admin","Logged In"
2021-03-07 19:36:30,"admin","Logged In"
2021-03-07 19:34:55,"admin","Logged In"
2021-03-07 19:34:06,"admin","Logged In"
2021-03-07 19:33:28,"admin","Logged In"
2021-03-07 19:32:19,"admin","Logged In"
2021-03-07 19:25:40,"admin","Logged In"
2021-03-07 19:21:52,"admin","Logged In"
2021-03-07 19:20:34,"admin","Logged In"
2021-03-07 19:18:19,"admin","Logged In"
2021-03-07 19:16:27,"admin","Logged In"
2021-03-07 19:14:49,"admin","Logged In"
2021-03-07 19:10:53,"admin","Logged In"
2021-03-07 19:09:20,"admin","Logged In"
2021-03-07 19:05:07,"admin","Logged In"
2021-03-07 19:02:46,"admin","Logged In"
2021-03-07 19:02:21,"admin","Logged In"
2021-03-07 19:01:32,"admin","Logged In"
2021-03-07 19:00:30,"admin","Logged In"
2021-03-07 18:52:36,"admin","Logged In"
2021-03-07 18:52:11,"admin","Logged In"
2021-03-07 18:46:48,"admin","Logged In"
2021-03-07 18:44:59,"admin","Logged In"
2021-03-07 18:43:40,"admin","Logged In"
2021-03-07 18:41:13,"admin","Logged In"
2021-03-07 18:35:53,"admin","Logged In"
2021-03-07 18:32:21,"admin","Logged In"
2021-03-07 18:31:26,"admin","Logged In"
2021-03-07 18:26:17,"admin","Logged In"
2021-03-07 18:25:54,"admin","Logged In"
2021-03-07 18:25:22,"admin","Logged In"
2021-03-07 18:23:55,"admin","Logged In"
2021-03-07 18:11:52,"admin","Logged In"
2021-03-07 18:09:41,"admin","Logged In"
2021-03-07 18:07:58,"admin","Logged In"
2021-03-07 18:07:19,"admin","Logged In"
2021-03-07 18:06:05,"admin","Logged In"
2021-03-07 18:04:01,"admin","Logged In"
2021-03-07 17:24:23,"admin","Logged In"
2021-03-07 17:23:49,"admin","Logged In"
2021-03-07 17:16:42,"admin","Logged In"
2021-03-07 17:12:34,"admin","Logged In"
2021-03-07 17:10:39,"admin","Logged In"
2021-03-07 17:08:31,"admin","Logged In"
2021-03-07 17:03:05,"admin","Logged In"
2021-03-07 16:57:58,"admin","Logged In"
2021-03-07 16:50:53,"admin","Logged In"
2021-03-07 16:48:54,"admin","Logged In"
2021-03-07 16:47:44,"admin","Logged In"
2021-03-07 16:47:16,"admin","Logged In"
2021-03-07 16:46:08,"admin","Logged In"
2021-03-07 16:36:02,"admin","Logged In"
2021-03-07 16:34:11,"admin","Logged In"
2021-03-07 16:30:32,"admin","Logged In"
2021-03-07 16:29:20,"admin","Logged In"
2021-03-07 16:10:09,"admin","Logged In"
2021-03-07 16:07:35,"admin","Logged In"
2021-03-07 16:04:47,"admin","Logged In"
2021-03-07 15:54:12,"admin","Logged In"
2021-03-07 14:51:40,"admin","Downloaded DISCOs Forecast"
2021-03-07 14:51:22,"admin","Logged In"
2021-03-07 14:50:04,"admin","Logged In"
2021-03-07 14:48:00,"admin","Logged In"
2021-03-07 14:43:46,"admin","Logged In"
2021-03-07 13:13:50,"admin","Downloaded DISCOs Forecast"
2021-03-07 13:13:07,"admin","Logged In"
2021-03-07 13:10:29,"admin","Logged In"
2021-03-07 13:08:36,"admin","Logged In"
2021-03-07 13:07:51,"admin","Logged In"
2021-03-07 13:06:01,"admin","Logged In"
2021-03-07 13:04:54,"admin","Logged In"
2021-03-07 13:00:22,"admin","Logged In"
2021-03-07 12:57:42,"admin","Logged In"
2021-03-07 12:48:09,"admin","Logged In"
2021-03-07 12:47:14,"admin","Logged In"
2021-03-07 12:44:06,"admin","Logged In"
2021-03-07 12:38:06,"admin","Logged In"
2021-03-07 12:36:30,"admin","Logged In"
2021-03-07 12:32:42,"admin","Logged In"
2021-03-07 12:31:18,"admin","Logged In"
2021-03-07 12:28:24,"admin","Logged In"
2021-03-07 12:27:10,"admin","Logged In"
2021-03-07 12:20:34,"admin","Logged In"
2021-03-07 12:20:10,"admin","Logged In"
2021-03-07 12:18:35,"admin","Logged In"
2021-03-07 12:14:58,"admin","Logged In"
2021-03-07 12:08:59,"admin","Logged In"
2021-02-26 11:55:41,"admin","Downloaded Performance Data"
2021-02-26 11:55:32,"admin","Logged In"
2021-02-26 11:55:22,"admin","Tried to log In with password ENERGY"
2021-02-26 11:55:02,"npcc","Logged In"
2021-02-26 11:39:51,"admin","Logged In"
2021-02-26 11:39:10,"npcc","Uploaded New Data"
2021-02-26 11:36:58,"admin","Logged In"
2021-02-26 11:36:48,"admin","Tried to log In with password enrgy"
2021-02-26 11:35:38,"npcc","Logged In"
2021-02-26 11:30:52,"admin","Logged In"
2021-02-26 11:25:03,"npcc","Downloaded Historic Data"
2021-02-26 11:20:22,"npcc","Downloaded Forecast"
2021-02-26 11:19:31,"npcc","Downloaded Forecast"
2021-02-26 11:19:17,"npcc","Logged In"
2021-02-26 10:58:07,"admin","Logged In"
2021-02-26 10:53:28,"npcc","Uploaded New Data"
2021-02-26 10:48:37,"admin","Logged In"
2021-02-26 10:45:24,"npcc","Logged In"
2021-02-26 10:21:44,"npcc","Uploaded New Data"
2021-02-26 10:18:53,"npcc","Logged In"
2021-02-26 10:17:44,"npcc","Uploaded New Data"
2021-02-26 10:14:27,"npcc","Logged In"
2021-02-26 10:11:09,"npcc","Uploaded New Data"
2021-02-26 10:10:50,"npcc","Uploaded New Data"
2021-02-26 10:07:12,"npcc","Logged In"
2021-02-25 11:21:16,"admin","Logged In"
2021-02-25 10:42:05,"admin","Logged In"
2021-02-25 09:36:13,"npcc","Downloaded Performance Data"
2021-02-25 09:36:02,"npcc","Downloaded Performance Data"
2021-02-25 09:31:29,"npcc","Uploaded New Data"
2021-02-25 09:25:29,"npcc","Logged In"
2021-02-24 10:31:53,"admin","Logged In"
2021-02-24 10:02:50,"npcc","Downloaded Forecast"
2021-02-24 10:02:03,"npcc","Downloaded Forecast"
2021-02-24 10:00:28,"npcc","Downloaded Performance Data"
2021-02-24 09:59:49,"npcc","Uploaded New Data"
2021-02-24 09:59:11,"npcc","Uploaded New Data"
2021-02-24 09:58:16,"npcc","Logged In"
2021-02-24 09:50:59,"npcc","Logged In"
2021-02-23 15:15:38,"admin","Logged In"
2021-02-23 12:12:50,"admin","Logged In"
2021-02-23 12:08:11,"admin","Logged In"
2021-02-01 23:25:33,"admin","Logged In"
2021-02-01 21:25:33,"admin","Logged In"
2021-02-01 20:56:04,"admin","Logged In"
2021-02-01 20:55:29,"admi","Tried to log In with password energy"
2021-02-01 16:46:28,"admin","Logged In"
2021-02-01 13:49:33,"admin","Logged In"
2021-02-01 11:08:12,"npcc","Logged In"
2021-02-01 11:07:24,"npcc","Uploaded New Data"
2021-02-01 11:00:37,"npcc","Logged In"
2021-02-01 10:59:58,"npcc","Uploaded New Data"
2021-02-01 10:59:46,"npcc","Uploaded New Data"
2021-02-01 10:59:35,"npcc","Uploaded New Data"
2021-02-01 10:55:45,"npcc","Logged In"
2021-02-01 10:52:27,"npcc","Downloaded Forecast"
2021-02-01 10:51:59,"npcc","Downloaded Forecast"
2021-02-01 10:51:39,"npcc","Logged In"
2021-02-01 10:46:34,"npcc","Uploaded New Data"
2021-02-01 10:46:23,"npcc","Uploaded New Data"
2021-02-01 10:42:38,"npcc","Uploaded New Data"
2021-02-01 10:39:21,"npcc","Logged In"
2021-02-01 10:34:44,"npcc","Logged In"
2021-02-01 10:25:19,"npcc","Downloaded Performance Data"
2021-02-01 10:24:55,"npcc","Logged In"
2021-02-01 10:06:19,"npcc","Logged In"
2021-02-01 10:04:02,"admin","Logged In"
2021-02-01 10:02:46,"npcc","Logged In"
2021-02-01 09:49:54,"npcc","Uploaded New Data"
2021-02-01 09:49:14,"npcc","Uploaded New Data"
2021-02-01 09:36:36,"npcc","Downloaded Performance Data"
2021-02-01 09:34:35,"npcc","Logged In"
2021-02-01 07:11:50,"admin","Logged In"
2021-02-01 07:10:15,"admin","Logged In"
2021-02-01 07:08:05,"admin","Logged In"
2021-01-31 23:49:30,"npcc","Logged In"
2021-01-31 19:28:03,"admin","Logged In"
2021-01-31 19:25:38,"admin","Logged In"
2021-01-31 19:20:07,"admin","Downloaded Performance Data"
2021-01-31 19:20:05,"admin","Downloaded Historic Data"
2021-01-31 19:20:03,"admin","Downloaded Forecast"
2021-01-31 19:19:57,"admin","Logged In"
2021-01-31 18:02:27,"admin","Downloaded Performance Data"
2021-01-31 18:02:24,"admin","Downloaded Historic Data"
2021-01-31 18:02:22,"admin","Downloaded Forecast"
2021-01-31 18:02:16,"admin","Logged In"
2021-01-31 15:33:16,"admin","Downloaded Performance Data"
2021-01-31 15:33:13,"admin","Downloaded Historic Data"
2021-01-31 15:33:11,"admin","Downloaded Forecast"
2021-01-31 15:33:05,"admin","Logged In"
2021-01-31 11:50:14,"admin","Downloaded Performance Data"
2021-01-31 11:50:11,"admin","Downloaded Historic Data"
2021-01-31 11:50:09,"admin","Downloaded Forecast"
2021-01-31 11:50:03,"admin","Logged In"
2021-01-31 11:49:46,"admin","Tried to log In with password enery"
2021-01-30 16:19:26,"admin","Downloaded Performance Data"
2021-01-30 16:19:23,"admin","Downloaded Historic Data"
2021-01-30 16:19:20,"admin","Downloaded Forecast"
2021-01-30 16:19:14,"admin","Logged In"
2021-01-30 15:25:36,"npcc","Uploaded New Data"
2021-01-30 15:25:27,"npcc","Uploaded New Data"
2021-01-30 15:22:40,"npcc","Downloaded Performance Data"
2021-01-30 15:22:38,"npcc","Downloaded Historic Data"
2021-01-30 15:22:35,"npcc","Downloaded Forecast"
2021-01-30 15:22:29,"npcc","Logged In"
2021-01-30 12:36:50,"admin","Downloaded Performance Data"
2021-01-30 12:36:47,"admin","Downloaded Historic Data"
2021-01-30 12:36:45,"admin","Downloaded Forecast"
2021-01-30 12:36:38,"admin","Logged In"
2021-01-29 15:18:31,"admin","Downloaded Performance Data"
2021-01-29 15:18:28,"admin","Downloaded Historic Data"
2021-01-29 15:18:26,"admin","Downloaded Forecast"
2021-01-29 15:18:20,"admin","Logged In"
2021-01-29 11:30:32,"admin","Downloaded Performance Data"
2021-01-29 11:30:30,"admin","Downloaded Historic Data"
2021-01-29 11:30:28,"admin","Downloaded Forecast"
2021-01-29 11:30:22,"admin","Logged In"
2021-01-29 11:16:16,"admin","Downloaded Performance Data"
2021-01-29 11:16:14,"admin","Downloaded Historic Data"
2021-01-29 11:16:12,"admin","Downloaded Forecast"
2021-01-29 11:16:06,"admin","Logged In"
2021-01-29 10:38:35,"npcc","Uploaded New Data"
2021-01-29 10:34:24,"npcc","Downloaded Performance Data"
2021-01-29 10:34:22,"npcc","Downloaded Historic Data"
2021-01-29 10:34:19,"npcc","Downloaded Forecast"
2021-01-29 10:34:14,"npcc","Logged In"
2021-01-29 10:30:11,"admin","Downloaded Performance Data"
2021-01-29 10:30:09,"admin","Downloaded Historic Data"
2021-01-29 10:30:06,"admin","Downloaded Forecast"
2021-01-29 10:30:02,"admin","Logged In"
2021-01-29 10:17:50,"admin","Downloaded Performance Data"
2021-01-29 10:17:47,"admin","Downloaded Historic Data"
2021-01-29 10:17:45,"admin","Downloaded Forecast"
2021-01-29 10:17:39,"admin","Logged In"
2021-01-28 21:22:59,"admin","Downloaded Performance Data"
2021-01-28 21:22:56,"admin","Downloaded Historic Data"
2021-01-28 21:22:53,"admin","Downloaded Forecast"
2021-01-28 21:22:46,"admin","Logged In"
2021-01-28 15:50:14,"pitc","Downloaded Performance Data"
2021-01-28 15:50:12,"pitc","Downloaded Historic Data"
2021-01-28 15:50:09,"pitc","Downloaded Forecast"
2021-01-28 15:50:03,"pitc","Logged In"
2021-01-28 10:21:58,"npcc","Downloaded Performance Data"
2021-01-28 10:21:56,"npcc","Downloaded Historic Data"
2021-01-28 10:21:53,"npcc","Downloaded Forecast"
2021-01-28 10:21:48,"npcc","Logged In"
2021-01-28 10:07:00,"admin","Downloaded Performance Data"
2021-01-28 10:06:57,"admin","Downloaded Historic Data"
2021-01-28 10:06:55,"admin","Downloaded Forecast"
2021-01-28 10:06:49,"admin","Logged In"
2021-01-28 09:05:58,"npcc","Uploaded New Data"
2021-01-28 09:05:34,"npcc","Uploaded New Data"
2021-01-28 09:00:18,"npcc","Downloaded Performance Data"
2021-01-28 09:00:16,"npcc","Downloaded Historic Data"
2021-01-28 09:00:13,"npcc","Downloaded Forecast"
2021-01-28 09:00:07,"npcc","Logged In"
2021-01-27 20:27:20,"admin","Downloaded Performance Data"
2021-01-27 20:27:17,"admin","Downloaded Historic Data"
2021-01-27 20:27:14,"admin","Downloaded Forecast"
2021-01-27 20:27:07,"admin","Logged In"
2021-01-27 15:53:02,"admin","Downloaded Performance Data"
2021-01-27 15:52:59,"admin","Downloaded Historic Data"
2021-01-27 15:52:57,"admin","Downloaded Forecast"
2021-01-27 15:52:51,"admin","Logged In"
2021-01-27 13:09:04,"admin","Downloaded Performance Data"
2021-01-27 13:09:01,"admin","Downloaded Historic Data"
2021-01-27 13:08:59,"admin","Downloaded Forecast"
2021-01-27 13:08:52,"admin","Logged In"
2021-01-27 12:44:24,"admin","Downloaded Performance Data"
2021-01-27 12:44:22,"admin","Downloaded Historic Data"
2021-01-27 12:44:19,"admin","Downloaded Forecast"
2021-01-27 12:44:14,"admin","Logged In"
2021-01-27 12:44:03,"admin","Tried to log In with password energuy"
2021-01-27 11:54:36,"admin","Downloaded Performance Data"
2021-01-27 11:54:34,"admin","Downloaded Historic Data"
2021-01-27 11:54:31,"admin","Downloaded Forecast"
2021-01-27 11:54:27,"admin","Logged In"
2021-01-27 11:49:12,"cppa","Downloaded Performance Data"
2021-01-27 11:49:09,"cppa","Downloaded Historic Data"
2021-01-27 11:49:06,"cppa","Downloaded Forecast"
2021-01-27 11:49:00,"cppa","Logged In"
2021-01-27 10:56:12,"admin","Downloaded Performance Data"
2021-01-27 10:56:10,"admin","Downloaded Historic Data"
2021-01-27 10:56:07,"admin","Downloaded Forecast"
2021-01-27 10:56:01,"admin","Logged In"
2021-01-27 10:17:13,"npcc","Downloaded Performance Data"
2021-01-27 10:17:11,"npcc","Downloaded Historic Data"
2021-01-27 10:17:08,"npcc","Downloaded Forecast"
2021-01-27 10:17:02,"npcc","Logged In"
2021-01-27 09:58:29,"npcc","Uploaded New Data"
2021-01-27 09:58:10,"npcc","Uploaded New Data"
2021-01-27 09:53:38,"npcc","Downloaded Performance Data"
2021-01-27 09:53:35,"npcc","Downloaded Historic Data"
2021-01-27 09:53:33,"npcc","Downloaded Forecast"
2021-01-27 09:53:27,"npcc","Logged In"
2021-01-26 17:18:16,"admin","Downloaded Performance Data"
2021-01-26 17:18:14,"admin","Downloaded Historic Data"
2021-01-26 17:18:11,"admin","Downloaded Forecast"
2021-01-26 17:18:05,"admin","Logged In"
2021-01-26 16:35:40,"admin","Downloaded Performance Data"
2021-01-26 16:35:37,"admin","Downloaded Historic Data"
2021-01-26 16:35:35,"admin","Downloaded Forecast"
2021-01-26 16:35:29,"admin","Logged In"
2021-01-26 10:25:06,"npcc","Downloaded Performance Data"
2021-01-26 10:25:04,"npcc","Downloaded Historic Data"
2021-01-26 10:25:01,"npcc","Downloaded Forecast"
2021-01-26 10:24:57,"npcc","Logged In"
2021-01-26 10:16:42,"admin","Downloaded Performance Data"
2021-01-26 10:16:39,"admin","Downloaded Historic Data"
2021-01-26 10:16:37,"admin","Downloaded Forecast"
2021-01-26 10:16:32,"admin","Logged In"
2021-01-26 10:10:52,"admin","Downloaded Performance Data"
2021-01-26 10:10:50,"admin","Downloaded Historic Data"
2021-01-26 10:10:48,"admin","Downloaded Forecast"
2021-01-26 10:10:42,"admin","Logged In"
2021-01-26 10:10:12,"npcc","Downloaded Performance Data"
2021-01-26 10:10:09,"npcc","Downloaded Historic Data"
2021-01-26 10:10:07,"npcc","Downloaded Forecast"
2021-01-26 10:10:01,"npcc","Logged In"
2021-01-26 09:46:57,"npcc","Uploaded New Data"
2021-01-26 09:46:07,"npcc","Uploaded New Data"
2021-01-26 09:36:20,"npcc","Downloaded Performance Data"
2021-01-26 09:36:17,"npcc","Downloaded Historic Data"
2021-01-26 09:36:15,"npcc","Downloaded Forecast"
2021-01-26 09:36:08,"npcc","Logged In"
2021-01-25 17:13:17,"admin","Downloaded Performance Data"
2021-01-25 17:13:15,"admin","Downloaded Historic Data"
2021-01-25 17:13:12,"admin","Downloaded Forecast"
2021-01-25 17:13:06,"admin","Logged In"
2021-01-25 15:14:04,"npcc","Downloaded Performance Data"
2021-01-25 15:14:02,"npcc","Downloaded Historic Data"
2021-01-25 15:13:59,"npcc","Downloaded Forecast"
2021-01-25 15:13:51,"npcc","Logged In"
2021-01-25 10:54:21,"npcc","Downloaded Performance Data"
2021-01-25 10:54:18,"npcc","Downloaded Historic Data"
2021-01-25 10:54:16,"npcc","Downloaded Forecast"
2021-01-25 10:54:10,"npcc","Logged In"
2021-01-25 10:10:31,"admin","Downloaded Performance Data"
2021-01-25 10:10:28,"admin","Downloaded Historic Data"
2021-01-25 10:10:26,"admin","Downloaded Forecast"
2021-01-25 10:10:20,"admin","Logged In"
2021-01-25 09:25:38,"admin","Downloaded Performance Data"
2021-01-25 09:25:36,"admin","Downloaded Historic Data"
2021-01-25 09:25:33,"admin","Downloaded Forecast"
2021-01-25 09:25:28,"admin","Logged In"
2021-01-25 09:23:49,"npcc","Uploaded New Data"
2021-01-25 09:16:52,"npcc","Downloaded Performance Data"
2021-01-25 09:16:49,"npcc","Downloaded Historic Data"
2021-01-25 09:16:47,"npcc","Downloaded Forecast"
2021-01-25 09:16:41,"npcc","Logged In"
2021-01-24 23:16:46,"admin","Downloaded Performance Data"
2021-01-24 23:16:44,"admin","Downloaded Historic Data"
2021-01-24 23:16:42,"admin","Downloaded Forecast"
2021-01-24 23:16:36,"admin","Logged In"
2021-01-24 22:54:02,"admin","Downloaded Performance Data"
2021-01-24 22:54:00,"admin","Downloaded Historic Data"
2021-01-24 22:53:58,"admin","Downloaded Forecast"
2021-01-24 22:53:52,"admin","Logged In"
2021-01-24 21:29:01,"npcc","Uploaded New Data"
2021-01-24 21:24:35,"npcc","Downloaded Performance Data"
2021-01-24 21:24:33,"npcc","Downloaded Historic Data"
2021-01-24 21:24:31,"npcc","Downloaded Forecast"
2021-01-24 21:24:26,"npcc","Logged In"
2021-01-24 21:24:02,"admin","Downloaded Performance Data"
2021-01-24 21:24:00,"admin","Downloaded Historic Data"
2021-01-24 21:23:57,"admin","Downloaded Forecast"
2021-01-24 21:23:51,"admin","Logged In"
2021-01-24 16:31:36,"admin","Downloaded Performance Data"
2021-01-24 16:31:34,"admin","Downloaded Historic Data"
2021-01-24 16:31:31,"admin","Downloaded Forecast"
2021-01-24 16:31:25,"admin","Logged In"
2021-01-24 13:26:20,"admin","Downloaded Performance Data"
2021-01-24 13:26:18,"admin","Downloaded Historic Data"
2021-01-24 13:26:16,"admin","Downloaded Forecast"
2021-01-24 13:26:10,"admin","Logged In"
2021-01-24 11:29:29,"admin","Downloaded Performance Data"
2021-01-24 11:29:27,"admin","Downloaded Historic Data"
2021-01-24 11:29:25,"admin","Downloaded Forecast"
2021-01-24 11:29:20,"admin","Logged In"
2021-01-24 09:02:38,"admin","Downloaded Performance Data"
2021-01-24 09:02:36,"admin","Downloaded Historic Data"
2021-01-24 09:02:34,"admin","Downloaded Forecast"
2021-01-24 09:02:27,"admin","Logged In"
2021-01-23 23:13:45,"npcc","Uploaded New Data"
2021-01-23 23:09:10,"npcc","Downloaded Performance Data"
2021-01-23 23:09:08,"npcc","Downloaded Historic Data"
2021-01-23 23:09:06,"npcc","Downloaded Forecast"
2021-01-23 23:09:00,"npcc","Logged In"
2021-01-23 14:57:35,"admin","Downloaded Performance Data"
2021-01-23 14:57:33,"admin","Downloaded Historic Data"
2021-01-23 14:57:30,"admin","Downloaded Forecast"
2021-01-23 14:57:24,"admin","Logged In"
2021-01-22 15:54:16,"admin","Downloaded Performance Data"
2021-01-22 15:54:13,"admin","Downloaded Historic Data"
2021-01-22 15:54:11,"admin","Downloaded Forecast"
2021-01-22 15:54:04,"admin","Logged In"
2021-01-22 15:00:43,"admin","Downloaded Performance Data"
2021-01-22 15:00:40,"admin","Downloaded Historic Data"
2021-01-22 15:00:38,"admin","Downloaded Forecast"
2021-01-22 15:00:31,"admin","Logged In"
2021-01-22 10:53:38,"admin","Downloaded Performance Data"
2021-01-22 10:53:35,"admin","Downloaded Historic Data"
2021-01-22 10:53:33,"admin","Downloaded Forecast"
2021-01-22 10:53:27,"admin","Logged In"
2021-01-22 10:25:34,"npcc","Logged In"
2021-01-22 10:25:26,"npcc","Downloaded Performance Data"
2021-01-22 10:25:23,"npcc","Downloaded Historic Data"
2021-01-22 10:25:21,"npcc","Downloaded Forecast"
2021-01-22 10:25:15,"npcc","Logged In"
2021-01-22 10:23:59,"npcc","Uploaded New Data"
2021-01-22 10:21:12,"npcc","Downloaded Performance Data"
2021-01-22 10:21:09,"npcc","Downloaded Historic Data"
2021-01-22 10:21:06,"npcc","Downloaded Forecast"
2021-01-22 10:20:59,"npcc","Logged In"
2020-12-16 12:06:03,"npcc","Downloaded Performance Data"
2020-12-16 12:06:01,"npcc","Downloaded Historic Data"
2020-12-16 12:05:59,"npcc","Downloaded Forecast"
2020-12-16 12:05:54,"npcc","Logged In"
2020-12-16 11:13:10,"npcc","Downloaded Performance Data"
2020-12-16 11:13:08,"npcc","Downloaded Historic Data"
2020-12-16 11:13:06,"npcc","Downloaded Forecast"
2020-12-16 11:13:02,"npcc","Logged In"
2020-12-16 11:11:48,"npcc","Logged In"
2020-12-16 11:11:42,"npcc","Downloaded Performance Data"
2020-12-16 11:11:39,"npcc","Downloaded Historic Data"
2020-12-16 11:11:37,"npcc","Downloaded Forecast"
2020-12-16 11:11:33,"npcc","Logged In"
2020-12-16 11:11:17,"admin","Downloaded Performance Data"
2020-12-16 11:11:15,"admin","Downloaded Historic Data"
2020-12-16 11:11:13,"admin","Downloaded Forecast"
2020-12-16 11:11:08,"admin","Logged In"
2020-12-16 11:08:16,"npcc","Downloaded Performance Data"
2020-12-16 11:08:14,"npcc","Downloaded Historic Data"
2020-12-16 11:08:11,"npcc","Downloaded Forecast"
2020-12-16 11:08:07,"npcc","Logged In"
2020-12-16 11:06:13,"npcc","Uploaded New Data"
2020-12-16 11:06:02,"npcc","Uploaded New Data"
2020-12-16 11:02:56,"npcc","Downloaded Performance Data"
2020-12-16 11:02:54,"npcc","Downloaded Historic Data"
2020-12-16 11:02:52,"npcc","Downloaded Forecast"
2020-12-16 11:02:47,"npcc","Logged In"
2020-12-16 10:50:05,"admin","Downloaded Performance Data"
2020-12-16 10:50:03,"admin","Downloaded Historic Data"
2020-12-16 10:50:01,"admin","Downloaded Forecast"
2020-12-16 10:49:56,"admin","Logged In"
2020-12-16 10:46:11,"admin","Downloaded Performance Data"
2020-12-16 10:46:08,"admin","Downloaded Historic Data"
2020-12-16 10:46:06,"admin","Downloaded Forecast"
2020-12-16 10:46:02,"admin","Logged In"
2020-12-16 09:57:15,"npcc","Logged In"
2020-12-16 09:56:35,"npcc","Downloaded Performance Data"
2020-12-16 09:56:32,"npcc","Downloaded Historic Data"
2020-12-16 09:56:30,"npcc","Downloaded Forecast"
2020-12-16 09:56:27,"npcc","Logged In"
2020-12-16 09:26:51,"npcc","Downloaded Performance Data"
2020-12-16 09:26:49,"npcc","Downloaded Historic Data"
2020-12-16 09:26:46,"npcc","Logged In"
2020-12-16 09:26:21,"npcc","Tried to log In with password ohmslaw"
2020-12-15 15:34:31,"npcc","Downloaded Performance Data"
2020-12-15 15:34:29,"npcc","Downloaded Historic Data"
2020-12-15 15:34:26,"npcc","Downloaded Forecast"
2020-12-15 15:34:21,"npcc","Logged In"
2020-12-15 15:05:48,"npcc","Downloaded Performance Data"
2020-12-15 15:05:46,"npcc","Downloaded Historic Data"
2020-12-15 15:05:43,"npcc","Downloaded Forecast"
2020-12-15 15:05:38,"npcc","Logged In"
